lsoa_code,lsoa_name,value
E01000846,Camden 014C,0
E01000847,Camden 014D,978000
E01000848,Camden 011C,1505737
E01000849,Camden 011D,1089381
E01000850,Camden 026A,1261932
E01000851,Camden 026B,777208
E01000852,Camden 026C,677792
E01000853,Camden 025A,651688
E01000854,Camden 026D,1391389
E01000855,Camden 028A,708860
E01000856,Camden 019A,1102292
E01000857,Camden 018A,1435393
E01000858,Camden 018B,0
E01000859,Camden 018C,1531133
E01000860,Camden 018D,2684462
E01000861,Camden 019B,748262
E01000862,Camden 018E,1865667
E01000863,Camden 021A,1298971
E01000864,Camden 015A,1034033
E01000865,Camden 015B,1293333
E01000866,Camden 009A,947996
E01000867,Camden 015C,732701
E01000868,Camden 015D,0
E01000869,Camden 015E,1098760
E01000870,Camden 009B,955437
E01000871,Camden 005A,1197905
E01000872,Camden 005B,457259
E01000873,Camden 005C,927082
E01000874,Camden 005D,1093589
E01000875,Camden 013A,721333
E01000876,Camden 013B,623306
E01000877,Camden 005E,997821
E01000878,Camden 004A,1421248
E01000879,Camden 004B,1119250
E01000880,Camden 004C,1402800
E01000881,Camden 008A,1965145
E01000882,Camden 008B,1755053
E01000883,Camden 008C,1779200
E01000884,Camden 004D,3574693
E01000885,Camden 004E,5477441
E01000886,Camden 006A,950429
E01000887,Camden 006B,821095
E01000888,Camden 006C,1199879
E01000889,Camden 007A,649611
E01000890,Camden 007B,0
E01000891,Camden 007C,460143
E01000892,Camden 006D,1131154
E01000893,Camden 002A,1530441
E01000894,Camden 002B,2372789
E01000895,Camden 002C,1124714
E01000896,Camden 002D,2764757
E01000897,Camden 008D,2223462
E01000898,Camden 008E,2536350
E01000899,Camden 002E,2675926
E01000900,Camden 012A,817911
E01000901,Camden 007D,531700
E01000902,Camden 012B,0
E01000903,Camden 006E,1313609
E01000904,Camden 012C,838454
E01000905,Camden 012D,0
E01000906,Camden 012E,1239417
E01000907,Camden 001A,633600
E01000908,Camden 001B,563951
E01000909,Camden 001C,1404541
E01000910,Camden 003A,1568772
E01000911,Camden 003B,792855
E01000912,Camden 001D,706750
E01000913,Camden 001E,2359867
E01000914,Camden 028B,1003497
E01000915,Camden 027A,0
E01000916,Camden 027B,1041333
E01000917,Camden 027C,0
E01000918,Camden 028C,989778
E01000919,Camden 028D,1199547
E01000920,Camden 027D,949254
E01000921,Camden 003C,808077
E01000922,Camden 007E,780308
E01000923,Camden 003D,1069872
E01000924,Camden 009C,441357
E01000925,Camden 009D,719650
E01000926,Camden 009E,598383
E01000927,Camden 007F,1019857
E01000928,Camden 003E,959254
E01000929,Camden 020A,903074
E01000930,Camden 020B,386819
E01000931,Camden 013C,555700
E01000932,Camden 013D,710137
E01000933,Camden 020C,883650
E01000934,Camden 020D,579450
E01000935,Camden 020E,0
E01000936,Camden 024A,932038
E01000937,Camden 025B,590863
E01000938,Camden 024B,525250
E01000939,Camden 024C,1067741
E01000940,Camden 024D,0
E01000941,Camden 025C,0
E01000942,Camden 025D,719300
E01000943,Camden 025E,762362
E01000944,Camden 023A,0
E01000945,Camden 023B,599500
E01000946,Camden 021B,3918077
E01000947,Camden 021C,620551
E01000948,Camden 021D,941154
E01000949,Camden 023C,0
E01000950,Camden 023D,0
E01000951,Camden 023E,0
E01000952,Camden 022A,579993
E01000953,Camden 022B,1133503
E01000954,Camden 022C,0
E01000955,Camden 022D,0
E01000956,Camden 022E,0
E01000957,Camden 019C,569400
E01000958,Camden 019D,525647
E01000959,Camden 019E,524800
E01000960,Camden 017A,817600
E01000961,Camden 017B,855234
E01000962,Camden 016A,793825
E01000963,Camden 017C,1108703
E01000964,Camden 016B,0
E01000965,Camden 016C,659250
E01000966,Camden 016D,1152563
E01000967,Camden 017D,2426389
E01000968,Camden 016E,889373
E01000969,Camden 010A,1138644
E01000970,Camden 010B,703526
E01000971,Camden 010C,946128
E01000972,Camden 010D,0
E01000973,Camden 010E,727338
E01000974,Camden 013E,547812
E01000975,Croydon 022A,362444
E01000976,Croydon 022B,336831
E01000977,Croydon 022C,277669
E01000978,Croydon 022D,344238
E01000979,Croydon 022E,403548
E01000980,Croydon 017A,375033
E01000981,Croydon 017B,389913
E01000982,Croydon 017C,363513
E01000983,Croydon 017D,359658
E01000984,Croydon 022F,368745
E01000985,Croydon 021A,501634
E01000986,Croydon 021B,476833
E01000987,Croydon 021C,456538
E01000989,Croydon 018A,437109
E01000990,Croydon 045A,351000
E01000991,Croydon 018B,491976
E01000992,Croydon 014A,381722
E01000993,Croydon 021D,422944
E01000994,Croydon 009A,394250
E01000995,Croydon 009B,335655
E01000996,Croydon 009C,387290
E01000997,Croydon 009D,355875
E01000998,Croydon 010A,308275
E01000999,Croydon 009E,367900
E01001000,Croydon 010B,288125
E01001001,Croydon 013A,269688
E01001002,Croydon 009F,351315
E01001003,Croydon 010C,361300
E01001004,Croydon 015A,290130
E01001005,Croydon 019A,289646
E01001006,Croydon 016A,274818
E01001007,Croydon 016B,349083
E01001008,Croydon 019B,320636
E01001009,Croydon 019C,293100
E01001010,Croydon 019D,372778
E01001011,Croydon 019E,264357
E01001012,Croydon 020A,236733
E01001013,Croydon 020B,241462
E01001014,Croydon 024A,259550
E01001015,Croydon 041A,406650
E01001016,Croydon 041B,529996
E01001017,Croydon 043A,508469
E01001018,Croydon 044A,449422
E01001019,Croydon 044B,521298
E01001020,Croydon 044C,439020
E01001021,Croydon 044D,356333
E01001022,Croydon 044E,434591
E01001023,Croydon 041C,341260
E01001024,Croydon 043B,414713
E01001025,Croydon 043C,468261
E01001026,Croydon 043D,426103
E01001027,Croydon 043E,551399
E01001028,Croydon 038A,818444
E01001029,Croydon 038B,613350
E01001030,Croydon 038C,647000
E01001031,Croydon 038D,549955
E01001032,Croydon 035A,704200
E01001033,Croydon 031A,404069
E01001034,Croydon 031B,381230
E01001035,Croydon 027A,309677
E01001036,Croydon 029A,628237
E01001037,Croydon 029B,334287
E01001038,Croydon 029C,325612
E01001039,Croydon 029D,527335
E01001040,Croydon 029E,334536
E01001041,Croydon 031C,311280
E01001042,Croydon 024B,314722
E01001043,Croydon 027B,301302
E01001044,Croydon 023A,443180
E01001045,Croydon 027C,362700
E01001046,Croydon 023B,399588
E01001047,Croydon 027D,340690
E01001048,Croydon 020C,306994
E01001049,Croydon 023C,816633
E01001050,Croydon 023D,340458
E01001051,Croydon 030A,259600
E01001052,Croydon 030B,266714
E01001053,Croydon 032A,307658
E01001054,Croydon 030C,297000
E01001055,Croydon 032B,272625
E01001056,Croydon 030D,0
E01001057,Croydon 030E,0
E01001058,Croydon 034A,351450
E01001059,Croydon 034B,284190
E01001060,Croydon 034C,311568
E01001061,Croydon 034D,306375
E01001062,Croydon 026A,634233
E01001063,Croydon 026B,472556
E01001064,Croydon 026C,508866
E01001065,Croydon 034E,281366
E01001066,Croydon 034F,333125
E01001067,Croydon 041D,678563
E01001068,Croydon 042A,482917
E01001069,Croydon 040A,478964
E01001070,Croydon 040B,444215
E01001071,Croydon 042B,359219
E01001072,Croydon 042C,909344
E01001073,Croydon 037A,366475
E01001074,Croydon 041E,367232
E01001075,Croydon 040C,352739
E01001076,Croydon 036A,297357
E01001077,Croydon 032C,343833
E01001078,Croydon 032D,0
E01001079,Croydon 036B,305545
E01001080,Croydon 036C,0
E01001081,Croydon 036D,309997
E01001082,Croydon 032E,317400
E01001083,Croydon 003A,593541
E01001084,Croydon 002A,867045
E01001085,Croydon 004A,504167
E01001086,Croydon 003B,492056
E01001087,Croydon 003C,396423
E01001088,Croydon 004B,431833
E01001089,Croydon 004C,419600
E01001090,Croydon 004D,336400
E01001091,Croydon 004E,555909
E01001092,Croydon 037B,512500
E01001093,Croydon 037C,360608
E01001094,Croydon 038E,1079579
E01001095,Croydon 031D,369281
E01001096,Croydon 037D,620500
E01001097,Croydon 037E,281949
E01001098,Croydon 037F,673063
E01001099,Croydon 040D,343028
E01001100,Croydon 031E,460385
E01001101,Croydon 035B,609416
E01001102,Croydon 035C,568825
E01001103,Croydon 039A,569625
E01001104,Croydon 042D,459306
E01001105,Croydon 039B,428089
E01001106,Croydon 039C,447643
E01001107,Croydon 035D,576060
E01001108,Croydon 035E,650500
E01001109,Croydon 013B,355353
E01001110,Croydon 020D,253361
E01001111,Croydon 010D,348423
E01001112,Croydon 013C,324854
E01001113,Croydon 013D,323398
E01001114,Croydon 013E,286208
E01001115,Croydon 015B,340819
E01001116,Croydon 013F,321225
E01001117,Croydon 015C,254125
E01001118,Croydon 020E,322943
E01001119,Croydon 034G,408711
E01001120,Croydon 033A,395661
E01001121,Croydon 039D,635714
E01001122,Croydon 033B,600625
E01001123,Croydon 033C,458545
E01001124,Croydon 033D,575112
E01001125,Croydon 033E,504633
E01001126,Croydon 034H,346497
E01001127,Croydon 025A,537389
E01001128,Croydon 025B,338167
E01001129,Croydon 026D,565880
E01001130,Croydon 025C,0
E01001131,Croydon 018C,349266
E01001132,Croydon 018D,456800
E01001133,Croydon 026E,374361
E01001134,Croydon 018E,403404
E01001135,Croydon 025D,532569
E01001136,Croydon 007A,288256
E01001137,Croydon 001A,417550
E01001138,Croydon 001B,504178
E01001139,Croydon 007B,365855
E01001140,Croydon 007C,364984
E01001141,Croydon 008A,298321
E01001142,Croydon 007D,502250
E01001143,Croydon 008B,306021
E01001144,Croydon 007E,323259
E01001145,Croydon 008C,234694
E01001146,Croydon 006A,353353
E01001147,Croydon 005A,306685
E01001148,Croydon 005B,343775
E01001149,Croydon 006B,386807
E01001150,Croydon 006C,378545
E01001151,Croydon 005C,314538
E01001152,Croydon 005D,293405
E01001153,Croydon 006D,361092
E01001154,Croydon 006E,331550
E01001155,Croydon 010E,298079
E01001156,Croydon 001C,624509
E01001157,Croydon 002B,442989
E01001158,Croydon 005E,341117
E01001159,Croydon 002C,443108
E01001160,Croydon 002D,495556
E01001161,Croydon 003D,333200
E01001162,Croydon 001D,439342
E01001163,Croydon 002E,411350
E01001164,Croydon 001E,480206
E01001165,Croydon 024C,314033
E01001166,Croydon 024D,294800
E01001167,Croydon 028A,366548
E01001168,Croydon 024E,296952
E01001169,Croydon 028B,373269
E01001170,Croydon 027E,288741
E01001171,Croydon 028C,363984
E01001172,Croydon 028D,306708
E01001173,Croydon 028E,316520
E01001174,Croydon 011A,392350
E01001175,Croydon 011B,316883
E01001176,Croydon 011C,297850
E01001177,Croydon 016C,321000
E01001178,Croydon 015D,249350
E01001179,Croydon 016D,357150
E01001180,Croydon 016E,287841
E01001181,Croydon 015E,260167
E01001182,Croydon 011D,327795
E01001183,Croydon 011E,283322
E01001184,Croydon 011F,464000
E01001185,Croydon 014B,312905
E01001186,Croydon 014C,321958
E01001187,Croydon 017E,297889
E01001188,Croydon 014D,349121
E01001189,Croydon 045B,395846
E01001190,Croydon 045C,383833
E01001191,Croydon 008D,298686
E01001192,Croydon 008E,370498
E01001193,Croydon 014E,394400
E01001194,Croydon 045D,400802
E01032569,Croydon 045E,311814
E01001195,Ealing 021A,645909
E01001196,Ealing 015A,291421
E01001197,Ealing 021B,707500
E01001198,Ealing 021C,731167
E01001199,Ealing 021D,620345
E01001200,Ealing 025A,610281
E01001201,Ealing 025B,833753
E01001202,Ealing 025C,471500
E01001203,Ealing 025D,538091
E01001204,Ealing 018A,831250
E01001205,Ealing 018B,576315
E01001206,Ealing 018C,0
E01001207,Ealing 018D,706064
E01001208,Ealing 018E,791214
E01001209,Ealing 013A,724594
E01001210,Ealing 016A,448886
E01001211,Ealing 013B,881650
E01001212,Ealing 018F,743500
E01001213,Ealing 023A,328200
E01001214,Ealing 023B,407188
E01001215,Ealing 023C,224096
E01001216,Ealing 023D,353112
E01001217,Ealing 014A,404286
E01001218,Ealing 012A,366695
E01001219,Ealing 029A,285917
E01001220,Ealing 029B,0
E01001221,Ealing 020A,781587
E01001222,Ealing 019A,567933
E01001223,Ealing 020B,864200
E01001224,Ealing 019B,1235633
E01001225,Ealing 020C,1004235
E01001226,Ealing 019C,630909
E01001227,Ealing 019D,661222
E01001228,Ealing 019E,732208
E01001229,Ealing 031A,507875
E01001230,Ealing 031B,826710
E01001231,Ealing 027A,623888
E01001232,Ealing 031C,481333
E01001233,Ealing 031D,665000
E01001234,Ealing 027B,635716
E01001235,Ealing 020D,769458
E01001236,Ealing 020E,810073
E01001237,Ealing 031E,927344
E01001238,Ealing 015B,324611
E01001239,Ealing 015C,370211
E01001240,Ealing 024A,0
E01001241,Ealing 024B,782397
E01001242,Ealing 024C,1122000
E01001243,Ealing 024D,603800
E01001244,Ealing 024E,476424
E01001245,Ealing 024F,657218
E01001246,Ealing 015D,533889
E01001247,Ealing 015E,705364
E01001248,Ealing 035A,677746
E01001249,Ealing 028A,538505
E01001250,Ealing 028B,444778
E01001251,Ealing 030A,572550
E01001252,Ealing 030B,517411
E01001253,Ealing 030C,526379
E01001254,Ealing 030D,625311
E01001255,Ealing 028C,575393
E01001257,Ealing 008A,313250
E01001258,Ealing 010B,371068
E01001259,Ealing 014B,0
E01001260,Ealing 012B,446129
E01001261,Ealing 012C,328853
E01001262,Ealing 010C,298100
E01001263,Ealing 010D,325227
E01001264,Ealing 010E,401359
E01001265,Ealing 006A,344108
E01001266,Ealing 006B,506794
E01001267,Ealing 006C,332818
E01001268,Ealing 012D,478826
E01001269,Ealing 001A,380688
E01001270,Ealing 004A,416996
E01001271,Ealing 001B,345929
E01001272,Ealing 006D,0
E01001273,Ealing 020F,765000
E01001274,Ealing 020G,946848
E01001275,Ealing 020H,973758
E01001276,Ealing 011A,354377
E01001277,Ealing 011B,583875
E01001278,Ealing 011C,653972
E01001279,Ealing 013C,874192
E01001280,Ealing 011D,529933
E01001281,Ealing 013D,780403
E01001282,Ealing 016B,439889
E01001283,Ealing 016C,439143
E01001284,Ealing 022A,598733
E01001285,Ealing 016D,449429
E01001286,Ealing 016E,542433
E01001287,Ealing 016F,0
E01001288,Ealing 022B,607583
E01001289,Ealing 022C,598714
E01001290,Ealing 022D,510721
E01001291,Ealing 014C,439800
E01001292,Ealing 014D,419900
E01001293,Ealing 014E,409000
E01001294,Ealing 017A,391875
E01001295,Ealing 017B,358200
E01001296,Ealing 017C,0
E01001297,Ealing 017D,387695
E01001298,Ealing 017E,0
E01001299,Ealing 035B,847313
E01001300,Ealing 039A,742497
E01001301,Ealing 039B,466143
E01001302,Ealing 039C,788654
E01001303,Ealing 032A,926496
E01001304,Ealing 039D,470548
E01001305,Ealing 035C,722122
E01001306,Ealing 035D,648400
E01001307,Ealing 002A,481950
E01001308,Ealing 002B,385000
E01001309,Ealing 001C,384750
E01001310,Ealing 001D,337196
E01001311,Ealing 001E,397250
E01001312,Ealing 002C,399917
E01001313,Ealing 002D,446250
E01001314,Ealing 002E,394167
E01001315,Ealing 003A,389227
E01001316,Ealing 003B,402929
E01001317,Ealing 003C,408056
E01001318,Ealing 003D,356429
E01001319,Ealing 004B,406500
E01001320,Ealing 003E,260125
E01001321,Ealing 003F,390875
E01001322,Ealing 004C,363636
E01001323,Ealing 004D,384729
E01001324,Ealing 008B,292446
E01001325,Ealing 009A,393400
E01001326,Ealing 008C,321450
E01001327,Ealing 009B,396600
E01001328,Ealing 009C,320125
E01001329,Ealing 009D,380300
E01001330,Ealing 008D,275864
E01001331,Ealing 009E,234143
E01001332,Ealing 008E,310500
E01001333,Ealing 038A,0
E01001334,Ealing 029C,0
E01001335,Ealing 038B,550331
E01001336,Ealing 038C,601375
E01001337,Ealing 029D,481883
E01001338,Ealing 029E,0
E01001339,Ealing 029F,387726
E01001340,Ealing 029G,324000
E01001341,Ealing 005A,467571
E01001342,Ealing 005B,440500
E01001343,Ealing 005C,511343
E01001344,Ealing 007A,355857
E01001345,Ealing 005D,479643
E01001346,Ealing 007B,491772
E01001347,Ealing 007C,438688
E01001348,Ealing 007D,412818
E01001349,Ealing 006E,497357
E01001350,Ealing 027C,872250
E01001351,Ealing 025E,515167
E01001352,Ealing 027D,613898
E01001353,Ealing 033A,513615
E01001354,Ealing 027E,775611
E01001355,Ealing 033B,600780
E01001356,Ealing 033C,667000
E01001357,Ealing 033D,438736
E01001358,Ealing 033E,590368
E01001359,Ealing 026A,0
E01001360,Ealing 026B,245600
E01001361,Ealing 023E,0
E01001362,Ealing 026C,0
E01001363,Ealing 026D,301500
E01001364,Ealing 026E,0
E01001365,Ealing 026F,351500
E01001366,Ealing 037A,305857
E01001367,Ealing 037B,376000
E01001368,Ealing 037C,375900
E01001369,Ealing 038D,360625
E01001370,Ealing 037D,413625
E01001371,Ealing 037E,385800
E01001372,Ealing 037F,0
E01001373,Ealing 037G,313929
E01001374,Ealing 040A,730182
E01001375,Ealing 034A,1101605
E01001376,Ealing 040B,620809
E01001377,Ealing 034B,1404079
E01001379,Ealing 034C,1147714
E01001380,Ealing 040C,834169
E01001381,Ealing 034D,638406
E01001382,Ealing 032B,1027724
E01001383,Ealing 028D,641357
E01001384,Ealing 032C,690831
E01001385,Ealing 032D,771914
E01001386,Ealing 031F,976930
E01001387,Ealing 032E,871867
E01001388,Ealing 028E,695625
E01001389,Ealing 028F,526553
E01032572,Ealing 040D,961825
E01032743,Ealing 010F,258359
E01032744,Ealing 010G,318998
E01001390,Enfield 036A,583882
E01001391,Enfield 036B,492125
E01001392,Enfield 032A,599455
E01001393,Enfield 036C,497069
E01001394,Enfield 035A,414692
E01001395,Enfield 035B,402857
E01001396,Enfield 036D,565218
E01001397,Enfield 035C,302500
E01001398,Enfield 021A,577767
E01001399,Enfield 021B,513833
E01001400,Enfield 021C,566500
E01001401,Enfield 016A,497955
E01001402,Enfield 021D,487187
E01001403,Enfield 021E,375859
E01001404,Enfield 026A,547345
E01001405,Enfield 015A,374711
E01001406,Enfield 015B,423000
E01001407,Enfield 005A,389409
E01001408,Enfield 004A,419383
E01001409,Enfield 005B,302675
E01001410,Enfield 005C,300979
E01001411,Enfield 004B,475000
E01001412,Enfield 004C,793250
E01001413,Enfield 004D,558269
E01001414,Enfield 004E,278400
E01001415,Enfield 011A,459153
E01001416,Enfield 013A,753818
E01001417,Enfield 011B,1408042
E01001418,Enfield 011C,473031
E01001419,Enfield 020A,514233
E01001420,Enfield 020B,443917
E01001421,Enfield 020C,481981
E01001422,Enfield 011D,2008111
E01001423,Enfield 027A,359050
E01001424,Enfield 030A,253889
E01001425,Enfield 027B,0
E01001426,Enfield 030B,230000
E01001427,Enfield 030C,0
E01001428,Enfield 027C,330200
E01001429,Enfield 030D,0
E01001430,Enfield 030E,294000
E01001431,Enfield 033A,235570
E01001432,Enfield 033B,373900
E01001433,Enfield 007A,339000
E01001434,Enfield 007B,0
E01001435,Enfield 007C,355818
E01001436,Enfield 007D,0
E01001437,Enfield 014A,262861
E01001438,Enfield 007E,329455
E01001439,Enfield 006A,291944
E01001440,Enfield 012A,361413
E01001441,Enfield 006B,317500
E01001442,Enfield 002A,246181
E01001444,Enfield 001A,352125
E01001445,Enfield 003B,264890
E01001446,Enfield 001B,348961
E01001447,Enfield 003C,297458
E01001448,Enfield 003D,329091
E01001449,Enfield 003E,355730
E01001450,Enfield 015C,362285
E01001451,Enfield 017A,635082
E01001452,Enfield 017B,1020833
E01001453,Enfield 017C,906500
E01001454,Enfield 017D,1077857
E01001455,Enfield 021F,544118
E01001456,Enfield 022A,754500
E01001457,Enfield 010A,512436
E01001458,Enfield 037A,272679
E01001459,Enfield 024A,404500
E01001460,Enfield 024B,291090
E01001461,Enfield 027D,293111
E01001462,Enfield 024C,284400
E01001463,Enfield 031A,399208
E01001464,Enfield 027E,0
E01001465,Enfield 031B,0
E01001466,Enfield 031C,345545
E01001467,Enfield 031D,371000
E01001468,Enfield 010B,506824
E01001469,Enfield 008A,421375
E01001470,Enfield 013B,587421
E01001471,Enfield 010C,325701
E01001472,Enfield 010D,477810
E01001473,Enfield 013C,657111
E01001474,Enfield 010E,479652
E01001475,Enfield 013D,704631
E01001476,Enfield 018A,330556
E01001477,Enfield 018B,336250
E01001478,Enfield 016B,367958
E01001479,Enfield 023A,336875
E01001480,Enfield 024D,305647
E01001481,Enfield 018C,303927
E01001482,Enfield 023B,325687
E01001483,Enfield 025A,232800
E01001484,Enfield 016C,376538
E01001485,Enfield 025B,307125
E01001486,Enfield 025C,0
E01001487,Enfield 023C,287667
E01001488,Enfield 024E,345385
E01001489,Enfield 023D,348188
E01001491,Enfield 023E,322300
E01001492,Enfield 025E,352786
E01001493,Enfield 026B,501450
E01001494,Enfield 026C,527583
E01001495,Enfield 029A,552083
E01001496,Enfield 026D,508947
E01001497,Enfield 031E,399138
E01001498,Enfield 029B,585841
E01001499,Enfield 031F,425213
E01001500,Enfield 035D,473666
E01001501,Enfield 036E,439031
E01001502,Enfield 018D,374786
E01001503,Enfield 018E,378458
E01001504,Enfield 012B,357750
E01001505,Enfield 012C,326900
E01001506,Enfield 014B,343200
E01001507,Enfield 012D,303648
E01001508,Enfield 012E,272915
E01001509,Enfield 014C,257843
E01001510,Enfield 014D,0
E01001511,Enfield 016D,417711
E01001512,Enfield 015D,359809
E01001513,Enfield 012F,345000
E01001514,Enfield 016E,349200
E01001515,Enfield 015E,329400
E01001516,Enfield 005D,386650
E01001517,Enfield 006C,0
E01001518,Enfield 016F,397710
E01001519,Enfield 020D,356789
E01001520,Enfield 019A,534647
E01001521,Enfield 028A,776850
E01001522,Enfield 019B,407500
E01001523,Enfield 019C,523821
E01001524,Enfield 019D,454063
E01001525,Enfield 020E,460625
E01001526,Enfield 019E,547750
E01001527,Enfield 036F,623821
E01001528,Enfield 032B,0
E01001529,Enfield 032C,395550
E01001530,Enfield 032D,520857
E01001531,Enfield 028B,877667
E01001532,Enfield 028C,635160
E01001533,Enfield 028D,789795
E01001534,Enfield 032E,744333
E01001535,Enfield 028E,709500
E01001536,Enfield 008B,512150
E01001537,Enfield 005E,398065
E01001538,Enfield 009A,506250
E01001539,Enfield 009B,422716
E01001540,Enfield 008C,407972
E01001541,Enfield 008D,450591
E01001542,Enfield 008E,402000
E01001543,Enfield 009C,520111
E01001544,Enfield 009D,543200
E01001545,Enfield 002B,275550
E01001546,Enfield 001C,356818
E01001547,Enfield 002C,350799
E01001548,Enfield 002D,330364
E01001549,Enfield 006D,242634
E01001550,Enfield 006E,356361
E01001551,Enfield 002E,341000
E01001552,Enfield 001D,392409
E01001553,Enfield 037B,356857
E01001554,Enfield 037C,0
E01001555,Enfield 033C,354750
E01001556,Enfield 035E,451093
E01001557,Enfield 033D,327620
E01001558,Enfield 033E,320571
E01001559,Enfield 033F,326950
E01001560,Enfield 035F,420333
E01001562,Enfield 037D,0
E01001563,Enfield 029C,509894
E01001564,Enfield 022B,672431
E01001565,Enfield 029D,573868
E01001566,Enfield 029E,554750
E01001567,Enfield 022C,720000
E01001568,Enfield 022D,1445458
E01001569,Enfield 022E,693053
E01001570,Enfield 026E,461007
E01032574,Enfield 037E,356833
E01033146,Enfield 025F,0
E01033148,Enfield 003F,348393
E01033150,Enfield 003G,285945
E01033151,Enfield 025G,0
E01001571,Greenwich 008A,372655
E01001572,Greenwich 008B,374831
E01001573,Greenwich 008C,405000
E01001574,Greenwich 008D,308118
E01001575,Greenwich 003A,306429
E01001576,Greenwich 003B,249250
E01001577,Greenwich 003C,329374
E01001578,Greenwich 003D,326381
E01001579,Greenwich 003E,307625
E01001580,Greenwich 021A,651895
E01001581,Greenwich 016A,722588
E01001582,Greenwich 021B,919750
E01001583,Greenwich 021C,583975
E01001584,Greenwich 021D,1172778
E01001585,Greenwich 016B,899511
E01001586,Greenwich 016C,558888
E01001587,Greenwich 016D,599825
E01001588,Greenwich 012A,488083
E01001589,Greenwich 012B,422786
E01001590,Greenwich 014A,578636
E01001591,Greenwich 012C,440750
E01001592,Greenwich 014B,504252
E01001593,Greenwich 014C,536583
E01001594,Greenwich 014D,257611
E01001595,Greenwich 012D,504500
E01001596,Greenwich 032A,474188
E01001597,Greenwich 031A,368625
E01001598,Greenwich 031B,461368
E01001599,Greenwich 032B,425952
E01001600,Greenwich 032C,386462
E01001601,Greenwich 032D,437573
E01001602,Greenwich 031C,352071
E01001603,Greenwich 031D,264000
E01001604,Greenwich 027A,592691
E01001605,Greenwich 023A,502467
E01001606,Greenwich 023B,515611
E01001607,Greenwich 027B,401477
E01001608,Greenwich 027C,694176
E01001609,Greenwich 027D,483909
E01001610,Greenwich 023C,430883
E01001611,Greenwich 023D,451237
E01001613,Greenwich 028A,331257
E01001614,Greenwich 028B,645933
E01001615,Greenwich 028C,371239
E01001617,Greenwich 028D,324227
E01001618,Greenwich 030C,461667
E01001619,Greenwich 030D,385065
E01001620,Greenwich 025A,401667
E01001621,Greenwich 025B,384113
E01001623,Greenwich 025C,387075
E01001624,Greenwich 025D,380773
E01001625,Greenwich 025E,0
E01001629,Greenwich 009A,285222
E01001631,Greenwich 007B,0
E01001632,Greenwich 007C,333208
E01001633,Greenwich 009B,331667
E01001634,Greenwich 009C,249750
E01001635,Greenwich 007D,340106
E01001636,Greenwich 007E,371387
E01001637,Greenwich 009D,386286
E01001638,Greenwich 038A,0
E01001640,Greenwich 035A,516615
E01001641,Greenwich 038B,688964
E01001642,Greenwich 038C,957503
E01001644,Greenwich 038D,525795
E01001645,Greenwich 022A,375056
E01001646,Greenwich 019A,300214
E01001647,Greenwich 022B,555471
E01001648,Greenwich 022C,422794
E01001649,Greenwich 022D,353200
E01001650,Greenwich 019B,448038
E01001651,Greenwich 019C,354313
E01001652,Greenwich 019D,466960
E01001653,Greenwich 029A,297654
E01001654,Greenwich 029B,335923
E01001655,Greenwich 029C,290167
E01001656,Greenwich 034A,541773
E01001657,Greenwich 034B,706250
E01001658,Greenwich 034C,369760
E01001659,Greenwich 034D,502167
E01001660,Greenwich 029D,467659
E01001661,Greenwich 029E,382280
E01001662,Greenwich 037A,534651
E01001664,Greenwich 037B,682115
E01001665,Greenwich 037C,543248
E01001666,Greenwich 036A,390089
E01001667,Greenwich 036B,578173
E01001668,Greenwich 036C,596949
E01001669,Greenwich 033A,388047
E01001671,Greenwich 033B,291139
E01001672,Greenwich 006A,278515
E01001673,Greenwich 006B,0
E01001674,Greenwich 006C,335088
E01001675,Greenwich 006D,345400
E01001676,Greenwich 033C,354810
E01001677,Greenwich 006E,345212
E01001678,Greenwich 017A,356024
E01001679,Greenwich 020A,400977
E01001680,Greenwich 020B,508304
E01001681,Greenwich 020C,400942
E01001682,Greenwich 020D,427275
E01001683,Greenwich 017B,442048
E01001684,Greenwich 017C,327750
E01001685,Greenwich 017D,341050
E01001686,Greenwich 020E,327717
E01001687,Greenwich 002A,255691
E01001688,Greenwich 002B,270250
E01001690,Greenwich 001A,0
E01001692,Greenwich 001B,0
E01001693,Greenwich 001C,0
E01001694,Greenwich 001D,237100
E01001695,Greenwich 011A,0
E01001696,Greenwich 011B,391694
E01001697,Greenwich 011C,344000
E01001698,Greenwich 015A,294400
E01001699,Greenwich 015B,0
E01001700,Greenwich 011D,293958
E01001701,Greenwich 015C,360076
E01001702,Greenwich 015D,0
E01001703,Greenwich 011E,0
E01001704,Greenwich 011F,413423
E01001705,Greenwich 005A,237167
E01001706,Greenwich 005B,430214
E01001708,Greenwich 005C,486280
E01001709,Greenwich 004B,0
E01001710,Greenwich 005D,0
E01001711,Greenwich 004C,277475
E01001712,Greenwich 004D,286857
E01001713,Greenwich 005E,0
E01032567,Greenwich 033D,345226
E01033726,Greenwich 034E,522092
E01033727,Greenwich 035B,457459
E01033728,Greenwich 035C,547714
E01033729,Greenwich 030E,438667
E01033730,Greenwich 035D,463415
E01033731,Greenwich 004E,405572
E01033732,Greenwich 036D,441000
E01033733,Greenwich 036E,484278
E01033734,Greenwich 004F,366875
E01033735,Greenwich 004G,256000
E01033736,Greenwich 004H,477059
E01033737,Greenwich 004I,417752
E01033738,Greenwich 037D,450479
E01033739,Greenwich 002E,237989
E01033740,Greenwich 002F,296733
